rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
RXN66-146	nicotine hydroxylase	1.14.14.1/1.14.14.2	NA									|PWY66-201|	no_blast	NA	rxn01340 rxn01691 rxn01694 rxn01695 rxn01696 rxn01811 rxn02214 rxn02215 rxn02216 rxn02448 rxn03572 rxn04807 rxn04808 rxn04828 rxn04829 rxn04848 rxn04849 rxn04850 rxn04851 rxn04852 rxn04854 rxn04856 rxn04857 rxn04858 rxn04860 rxn04861 rxn04862 rxn04869 rxn04871 rxn04878 rxn04882 rxn04883 rxn04884 rxn04888 rxn04890 rxn04891 rxn04892 rxn04893 rxn04901 rxn04902 rxn04910 rxn04915 rxn06176 rxn06311 rxn06427 rxn06596 rxn06597 rxn07729 rxn07733 rxn07735 rxn11753 rxn11784 rxn11792 rxn11795 rxn11796 rxn11797 rxn11798 rxn11799 rxn11800 rxn11802 rxn11803 rxn11804 rxn11805 rxn11813 rxn11814 rxn11815 rxn11821 rxn11822 rxn11831 rxn11832 rxn11840 rxn11841 rxn11846 rxn11851 rxn11852 rxn11853 rxn11854 rxn11866 rxn11867 rxn11868 rxn11869 rxn11870 rxn11871 rxn11872 rxn11900 rxn11901 rxn11902 rxn11954 rxn11956 rxn11958 rxn11975 rxn11992 rxn12000 rxn12001 rxn12024 rxn12029 rxn12031 rxn12032 rxn13961 rxn14289 rxn15653 rxn16241 rxn16242 rxn16243 rxn16244 rxn16245 rxn16253 rxn16255 rxn16258 rxn16278 rxn16279 rxn21357 rxn21358 rxn23353 rxn25044 rxn25202 rxn26794 rxn26815 rxn26818 rxn26825 rxn26836 rxn26840 rxn26974 rxn26975 rxn26976 rxn26977 rxn26978 rxn26979 rxn26993 rxn27421 rxn28409 rxn28867 rxn32335 	NA	0	NA
RXN66-147	RXN66-147		NA									|PWY66-201|	no_seq_data	NA	 	NA	0	NA
RXN-13088	RXN-13088	1.4.3.24	NA									|PWY66-201|	no_seq_data	NA	 	NA	0	NA
RXN-13089	RXN-13089	1.2.1.83	NA									|PWY66-201|	no_seq_data	NA	 	NA	0	NA
GUANPRIBOSYLTRAN-RXN	guanine phosphoribosyltransferase	2.4.2.8	NA	UniRef90_D5VT38	28.333	4.41e-11	58.2	92	scaffold00006	147026	147541	|PWY-6620|	bad_blast	NA	rxn00139 rxn00836 rxn00915 rxn01544 rxn11765 rxn11766 rxn11773 rxn32380 rxn33365 	NA	0	NA
RXN0-5199	guanosine phosphorylase	2.4.2.15/2.4.2.1	NA	UniRef90_P50389	34.419	5.82e-32	120	94	scaffold00005	147940	148569	|PWY-6620|	bad_blast	NA	rxn01138 rxn01358 rxn01446 rxn01548 rxn01646 rxn01647 rxn01649 rxn01684 rxn01799 rxn01859 rxn01985 rxn19453 rxn19455 rxn19457 rxn20597 rxn22072 rxn22093 rxn24218 	NA	0	NA
ALCOHOL-DEHYDROG-RXN	ethanol:NAD+ oxidoreductase	1.1.1.1	NA	UniRef90_A0A0S1X9S7	33.251	3.56e-59	204	100	scaffold00024	26305	25106	|PWY66-21|	bad_blast	NA	rxn00543 rxn00763 rxn01530 rxn01710 rxn01902 rxn02996 rxn03282 rxn03333 rxn03548 rxn03549 rxn03955 rxn04726 rxn04736 rxn04908 rxn05871 rxn05872 rxn06889 rxn07236 rxn07237 rxn10770 rxn11809 rxn11834 rxn11838 rxn12191 rxn14054 rxn14089 rxn19086 rxn21117 rxn21217 rxn22912 rxn23384 rxn24075 rxn24079 rxn24352 rxn24383 rxn24405 rxn27699 rxn28139 rxn28352 rxn28353 rxn28356 rxn28357 rxn31731 rxn38315 rxn38417 rxn38667 	NA	1	NA
RXN66-3	acetaldehyde dehydrogenase	1.2.1.3/1.1.1.70	NA	UniRef50_Q97UA1	23.543	1.82e-10	60.5	86	scaffold00020	25604	24426	|PWY66-21|	bad_blast	NA	rxn00196 rxn00506 rxn00653 rxn01286 rxn01459 rxn01851 rxn01937 rxn02106 rxn02122 rxn02350 rxn02364 rxn02729 rxn02853 rxn03106 rxn03335 rxn03343 rxn03354 rxn03423 rxn03552 rxn03553 rxn03598 rxn04234 rxn05853 rxn05879 rxn06890 rxn09975 rxn15053 rxn19111 rxn19121 rxn19124 rxn23850 rxn23892 rxn24151 rxn24152 rxn25819 rxn28278 rxn28320 rxn28322 rxn31363 rxn31371 rxn31647 rxn32113 rxn33160 rxn38859 rxn38860 rxn38861 rxn38862 	NA	0	NA
ACETATE--COA-LIGASE-RXN	acetyl-coA synthetase	6.2.1.1	NA	UniRef90_A4YDR9	24.266	2.02e-27	115	93	scaffold00019	19416	17944	|PWY66-21|	bad_blast	NA	rxn00175 rxn00176 rxn00226 rxn33879 	NA	0	NA
RXN66-61	nicotine,NADPH:oxygen oxidoreductase		NA									|PWY66-221|	no_seq_data	NA	 	NA	0	NA
RXN66-62	nicotine oxidase		NA									|PWY66-221|	no_seq_data	NA	 	NA	0	NA
RXN66-161	cotinine,NADPH:oxygen oxidoreductase	1.14.14.1/1.14.14.2	NA									|PWY66-221|	no_blast	NA	rxn01340 rxn01691 rxn01694 rxn01695 rxn01696 rxn01811 rxn02214 rxn02215 rxn02216 rxn02448 rxn03572 rxn04807 rxn04808 rxn04828 rxn04829 rxn04848 rxn04849 rxn04850 rxn04851 rxn04852 rxn04854 rxn04856 rxn04857 rxn04858 rxn04860 rxn04861 rxn04862 rxn04869 rxn04871 rxn04878 rxn04882 rxn04883 rxn04884 rxn04888 rxn04890 rxn04891 rxn04892 rxn04893 rxn04901 rxn04902 rxn04910 rxn04915 rxn06176 rxn06311 rxn06427 rxn06596 rxn06597 rxn07729 rxn07733 rxn07735 rxn11753 rxn11784 rxn11792 rxn11795 rxn11796 rxn11797 rxn11798 rxn11799 rxn11800 rxn11802 rxn11803 rxn11804 rxn11805 rxn11813 rxn11814 rxn11815 rxn11821 rxn11822 rxn11831 rxn11832 rxn11840 rxn11841 rxn11846 rxn11851 rxn11852 rxn11853 rxn11854 rxn11866 rxn11867 rxn11868 rxn11869 rxn11870 rxn11871 rxn11872 rxn11900 rxn11901 rxn11902 rxn11954 rxn11956 rxn11958 rxn11975 rxn11992 rxn12000 rxn12001 rxn12024 rxn12029 rxn12031 rxn12032 rxn13961 rxn14289 rxn15653 rxn16241 rxn16242 rxn16243 rxn16244 rxn16245 rxn16253 rxn16255 rxn16258 rxn16278 rxn16279 rxn21357 rxn21358 rxn23353 rxn25044 rxn25202 rxn26794 rxn26815 rxn26818 rxn26825 rxn26836 rxn26840 rxn26974 rxn26975 rxn26976 rxn26977 rxn26978 rxn26979 rxn26993 rxn27421 rxn28409 rxn28867 rxn32335 	NA	0	NA
RXN66-162	RXN66-162	2.4.1.17	NA									|PWY66-221|	no_blast	NA	rxn01697 rxn01721 rxn01795 rxn01812 rxn02078 rxn02217 rxn03024 rxn03025 rxn03026 rxn03202 rxn04909 rxn05992 rxn11787 rxn11789 rxn11790 rxn11791 rxn14014 rxn14144 rxn15770 rxn16263 rxn16264 rxn16265 rxn20964 rxn20965 rxn20966 rxn20967 rxn20975 rxn20977 rxn20979 rxn20981 rxn21120 rxn21361 rxn25286 rxn26817 rxn26824 rxn26998 rxn27411 	NA	0	NA
RXN66-163	5'-hydroxycotinine synthetase	1.14.14.1/1.14.14.2	NA									|PWY66-221|	no_blast	NA	rxn01340 rxn01691 rxn01694 rxn01695 rxn01696 rxn01811 rxn02214 rxn02215 rxn02216 rxn02448 rxn03572 rxn04807 rxn04808 rxn04828 rxn04829 rxn04848 rxn04849 rxn04850 rxn04851 rxn04852 rxn04854 rxn04856 rxn04857 rxn04858 rxn04860 rxn04861 rxn04862 rxn04869 rxn04871 rxn04878 rxn04882 rxn04883 rxn04884 rxn04888 rxn04890 rxn04891 rxn04892 rxn04893 rxn04901 rxn04902 rxn04910 rxn04915 rxn06176 rxn06311 rxn06427 rxn06596 rxn06597 rxn07729 rxn07733 rxn07735 rxn11753 rxn11784 rxn11792 rxn11795 rxn11796 rxn11797 rxn11798 rxn11799 rxn11800 rxn11802 rxn11803 rxn11804 rxn11805 rxn11813 rxn11814 rxn11815 rxn11821 rxn11822 rxn11831 rxn11832 rxn11840 rxn11841 rxn11846 rxn11851 rxn11852 rxn11853 rxn11854 rxn11866 rxn11867 rxn11868 rxn11869 rxn11870 rxn11871 rxn11872 rxn11900 rxn11901 rxn11902 rxn11954 rxn11956 rxn11958 rxn11975 rxn11992 rxn12000 rxn12001 rxn12024 rxn12029 rxn12031 rxn12032 rxn13961 rxn14289 rxn15653 rxn16241 rxn16242 rxn16243 rxn16244 rxn16245 rxn16253 rxn16255 rxn16258 rxn16278 rxn16279 rxn21357 rxn21358 rxn23353 rxn25044 rxn25202 rxn26794 rxn26815 rxn26818 rxn26825 rxn26836 rxn26840 rxn26974 rxn26975 rxn26976 rxn26977 rxn26978 rxn26979 rxn26993 rxn27421 rxn28409 rxn28867 rxn32335 	NA	0	NA
RXN66-164	RXN66-164		NA									|PWY66-221|	no_seq_data	NA	 	NA	0	NA
RXN66-165	RXN66-165		NA									|PWY66-221|	no_seq_data	NA	 	NA	0	NA
RXN66-141	RXN66-141		NA									|PWY66-221|	no_seq_data	NA	 	NA	0	NA
RXN66-142	RXN66-142		NA									|PWY66-221|	no_seq_data	NA	 	NA	0	NA
RXN66-144	RXN66-144		NA									|PWY66-221|	no_seq_data	NA	 	NA	0	NA
RXN66-145	RXN66-145		NA									|PWY66-221|	no_seq_data	NA	 	NA	0	NA
RXN66-166	RXN66-166		NA									|PWY66-221|	no_seq_data	NA	 	NA	0	NA
RXN66-167	RXN66-167		NA									|PWY66-221|	no_seq_data	NA	 	NA	0	NA
RXN66-168	cotinine glucuronosyltransferase	2.4.1.17	NA									|PWY66-221|	no_blast	NA	rxn01697 rxn01721 rxn01795 rxn01812 rxn02078 rxn02217 rxn03024 rxn03025 rxn03026 rxn03202 rxn04909 rxn05992 rxn11787 rxn11789 rxn11790 rxn11791 rxn14014 rxn14144 rxn15770 rxn16263 rxn16264 rxn16265 rxn20964 rxn20965 rxn20966 rxn20967 rxn20975 rxn20977 rxn20979 rxn20981 rxn21120 rxn21361 rxn25286 rxn26817 rxn26824 rxn26998 rxn27411 	NA	0	NA
RXN66-169	cotinine hydroxylase	1.14.14.1/1.14.14.2	NA									|PWY66-221|	no_blast	NA	rxn01340 rxn01691 rxn01694 rxn01695 rxn01696 rxn01811 rxn02214 rxn02215 rxn02216 rxn02448 rxn03572 rxn04807 rxn04808 rxn04828 rxn04829 rxn04848 rxn04849 rxn04850 rxn04851 rxn04852 rxn04854 rxn04856 rxn04857 rxn04858 rxn04860 rxn04861 rxn04862 rxn04869 rxn04871 rxn04878 rxn04882 rxn04883 rxn04884 rxn04888 rxn04890 rxn04891 rxn04892 rxn04893 rxn04901 rxn04902 rxn04910 rxn04915 rxn06176 rxn06311 rxn06427 rxn06596 rxn06597 rxn07729 rxn07733 rxn07735 rxn11753 rxn11784 rxn11792 rxn11795 rxn11796 rxn11797 rxn11798 rxn11799 rxn11800 rxn11802 rxn11803 rxn11804 rxn11805 rxn11813 rxn11814 rxn11815 rxn11821 rxn11822 rxn11831 rxn11832 rxn11840 rxn11841 rxn11846 rxn11851 rxn11852 rxn11853 rxn11854 rxn11866 rxn11867 rxn11868 rxn11869 rxn11870 rxn11871 rxn11872 rxn11900 rxn11901 rxn11902 rxn11954 rxn11956 rxn11958 rxn11975 rxn11992 rxn12000 rxn12001 rxn12024 rxn12029 rxn12031 rxn12032 rxn13961 rxn14289 rxn15653 rxn16241 rxn16242 rxn16243 rxn16244 rxn16245 rxn16253 rxn16255 rxn16258 rxn16278 rxn16279 rxn21357 rxn21358 rxn23353 rxn25044 rxn25202 rxn26794 rxn26815 rxn26818 rxn26825 rxn26836 rxn26840 rxn26974 rxn26975 rxn26976 rxn26977 rxn26978 rxn26979 rxn26993 rxn27421 rxn28409 rxn28867 rxn32335 	NA	0	NA
RXN66-170	RXN66-170		NA									|PWY66-221|	no_seq_data	NA	 	NA	0	NA
RXN66-104	RXN66-104		NA									|PWY66-221|	no_seq_data	NA	 	NA	0	NA
RXN66-105	RXN66-105		NA									|PWY66-221|	no_seq_data	NA	 	NA	0	NA
RXN-11707	octadecanyl-[acp] reductase	1.2.1.80	NA									|PWY-6622|	no_seq_data	NA	rxn16326 rxn16327 rxn22064 rxn22065 	NA	0	NA
OCTADECANAL-DECARBONYLASE-RXN	octadecanal decarbonylase	4.1.99.5	NA									|PWY-6622|	no_seq_data	NA	rxn02647 rxn16308 rxn20889 rxn23516 rxn38242 	NA	0	NA
RXN-13268	stearate-[acyl-carrier-protein] ligase	6.2.1.20	NA	UniRef50_T0LZ14	23.738	3.99e-34	135	99	scaffold00019	19473	17938	|PWY-6622|	bad_blast	NA	rxn05996 rxn07235 rxn08014 rxn08015 rxn08016 rxn08017 rxn08018 rxn08019 rxn08020 rxn08021 rxn08022 rxn13650 rxn13651 rxn13653 rxn13654 rxn13655 rxn13656 rxn13657 rxn13658 rxn19053 rxn26355 	NA	0	NA
RXN-10446	salicylate-5-hydroxylase	1.14.13.172	NA	UniRef50_A0A2H5UZ25	25.316	0.003	32.7	76	scaffold00008	98728	98495	|PWY-6623|	bad_blast	NA	 	NA	0	NA
RXN-11705	2,5-DHBA UDP-glucosyltransferase		NA									|PWY-6623|	no_seq_data	NA	 	NA	0	NA
RXN66-182	RXN66-182		NA									|PWY66-241|	no_seq_data	NA	 	NA	0	NA
RXN66-181	bupropion hydroxylase	1.14.14.1/1.14.14.2	NA									|PWY66-241|	no_blast	NA	rxn01340 rxn01691 rxn01694 rxn01695 rxn01696 rxn01811 rxn02214 rxn02215 rxn02216 rxn02448 rxn03572 rxn04807 rxn04808 rxn04828 rxn04829 rxn04848 rxn04849 rxn04850 rxn04851 rxn04852 rxn04854 rxn04856 rxn04857 rxn04858 rxn04860 rxn04861 rxn04862 rxn04869 rxn04871 rxn04878 rxn04882 rxn04883 rxn04884 rxn04888 rxn04890 rxn04891 rxn04892 rxn04893 rxn04901 rxn04902 rxn04910 rxn04915 rxn06176 rxn06311 rxn06427 rxn06596 rxn06597 rxn07729 rxn07733 rxn07735 rxn11753 rxn11784 rxn11792 rxn11795 rxn11796 rxn11797 rxn11798 rxn11799 rxn11800 rxn11802 rxn11803 rxn11804 rxn11805 rxn11813 rxn11814 rxn11815 rxn11821 rxn11822 rxn11831 rxn11832 rxn11840 rxn11841 rxn11846 rxn11851 rxn11852 rxn11853 rxn11854 rxn11866 rxn11867 rxn11868 rxn11869 rxn11870 rxn11871 rxn11872 rxn11900 rxn11901 rxn11902 rxn11954 rxn11956 rxn11958 rxn11975 rxn11992 rxn12000 rxn12001 rxn12024 rxn12029 rxn12031 rxn12032 rxn13961 rxn14289 rxn15653 rxn16241 rxn16242 rxn16243 rxn16244 rxn16245 rxn16253 rxn16255 rxn16258 rxn16278 rxn16279 rxn21357 rxn21358 rxn23353 rxn25044 rxn25202 rxn26794 rxn26815 rxn26818 rxn26825 rxn26836 rxn26840 rxn26974 rxn26975 rxn26976 rxn26977 rxn26978 rxn26979 rxn26993 rxn27421 rxn28409 rxn28867 rxn32335 	NA	0	NA
RXN66-183	RXN66-183		NA									|PWY66-241|	no_seq_data	NA	 	NA	0	NA
RXN66-184	RXN66-184		NA									|PWY66-241|	no_seq_data	NA	 	NA	0	NA
RXN66-185	RXN66-185		NA									|PWY66-241|	no_seq_data	NA	 	NA	0	NA
RXN-11659	salicylate glucosyltransferase		NA									|PWY-6624|	no_seq_data	NA	 	NA	0	NA
RXN-11708	1,3-dihydroxyacetone reductase		NA									|PWY-6626|	no_seq_data	NA	 	NA	0	NA
RXN-11710	glycerol-2-phosphotransferase		NA									|PWY-6626|	no_seq_data	NA	 	NA	0	NA
RXN-11711	glycerol-2-phosphate cytidylyltransfrase		NA									|PWY-6626|	no_seq_data	NA	 	NA	0	NA
RXN-11709	glyceraldehyde reductase		NA									|PWY-6626|	no_seq_data	NA	 	NA	0	NA
RXN-11713	RXN-11713		NA									|PWY-6627|	spontaneous	NA	 	NA	0	NA
RXN-11715	chloro-purine nucleoside phosphorylase	2.4.2.1	NA	UniRef90_P50389	34.419	5.82e-32	120	94	scaffold00005	147940	148569	|PWY-6627|	bad_blast	NA	rxn01138 rxn01358 rxn01446 rxn01548 rxn01646 rxn01647 rxn01649 rxn01684 rxn01799 rxn01859 rxn01985 rxn19453 rxn19455 rxn19457 rxn20597 rxn22072 rxn22093 rxn24218 	NA	0	NA
RXN-11714	5'-chloro-5'-deoxyadenosine synthase	2.5.1.94	NA									|PWY-6627|	no_blast	NA	rxn16483 	NA	0	NA
RXN-11712	5-chloro-5-deoxy-D-ribose 1-dehydrogenase		NA									|PWY-6627|	no_seq_data	NA	 	NA	0	NA
RXN-11716	5-chloro-5-deoxyribose 1 phosphate phosphatase		NA									|PWY-6627|	no_seq_data	NA	 	NA	0	NA
RXN-11717	5-chloro-5-deoxy-D-ribonate dehydratase		NA									|PWY-6627|	no_seq_data	NA	 	NA	0	NA
RXN-11718	5-chloro-4-hydroxy-2-oxopentanoate decarboxylase		NA									|PWY-6627|	no_seq_data	NA	 	NA	0	NA
RXN-11719	4-chloro-3-hydroxybutyryl-CoA dehydratase		NA									|PWY-6627|	no_seq_data	NA	 	NA	0	NA
RXN-11720	chloroethylmalonyl-CoA decarboxylase		NA									|PWY-6627|	no_seq_data	NA	 	NA	0	NA
RXN-11721	RXN-11721		NA									|PWY-6627|	no_seq_data	NA	 	NA	0	NA
RXN-11722	dehydroprephenate dehydratase		NA									|PWY-6627|	no_seq_data	NA	 	NA	0	NA
RXN-11723	3-(cyclohexa-1,3-dien-1-yl)-2-oxopropanoate reductase		NA									|PWY-6627|	no_seq_data	NA	 	NA	0	NA
RXN-11724	3-[(1S)-cyclohex-3-en-1-yl)]-2-oxopropanoate aminotransferase		NA									|PWY-6627|	no_seq_data	NA	 	NA	0	NA
RXN-11725	salinosporamide A synthase		NA									|PWY-6627|	no_seq_data	NA	 	NA	0	NA
CHORISMATEMUT-RXN	chorismate mutase	5.4.99.5	NA									|PWY-6627|	no_blast	NA	rxn01256 	NA	0	NA
RXN66-221	dopa decarboxylase	4.1.1.28/4.1.1.26/4.1.1.27	NA									|PWY66-301|	no_blast	NA	rxn00484 rxn00497 rxn00529 rxn00866 rxn01499 rxn01948 rxn03360 rxn26729 	NA	0	NA
TYROSINE-3-MONOOXYGENASE-RXN	tyrosine 3-monooxygenase	1.14.16.2	NA									|PWY66-301|	no_blast	NA	rxn01326 rxn04990 rxn27400 	NA	0	NA
DOPAMINE-BETA-MONOOXYGENASE-RXN	dopamine beta-monooxygenase	1.14.17.1	NA									|PWY66-301|	no_seq_data	NA	rxn01839 	NA	0	NA
RXN66-241	noradrenaline N-methyltransferase	2.1.1.28	NA									|PWY66-301|	no_seq_data	NA	rxn01837 rxn02833 	NA	0	NA
RXN-11582	tricetin 3'-O-methyltransferase		NA									|PWY-6631|	no_seq_data	NA	 	NA	0	NA
RXN-11583	3'-O-methyltricetin 5'-O-methyltransferase		NA									|PWY-6631|	no_seq_data	NA	 	NA	0	NA
RXN-11523	caffeine:ubiquinone oxidoreductase	1.17.5.2	NA									|PWY-6633|	no_blast	NA	rxn07770 rxn21903 rxn37082 rxn37083 rxn37084 	Subunit 1	0	NA
RXN-11523	caffeine:ubiquinone oxidoreductase	1.17.5.2	NA									|PWY-6633|	no_blast	NA	rxn07770 rxn21903 rxn37082 rxn37083 rxn37084 	Subunit undefined	0	NA
RXN-11523	caffeine:ubiquinone oxidoreductase	1.17.5.2	NA									|PWY-6633|	no_blast	NA	rxn07770 rxn21903 rxn37082 rxn37083 rxn37084 	NA	0	NA
RXN-11522	caffeine oxidase		NA									|PWY-6633|	no_seq_data	NA	 	NA	0	NA
RXN-15454	trimethylurate monooxygenase	1.14.13.212	NA									|PWY-6633|	no_seq_data	NA	 	NA	0	NA
RXN-15455	1,3,7-trimethyl-5-hydroxyisourate hydrolase	3.5.2	NA									|PWY-6633|	spontaneous	NA	 	NA	0	NA
RXN-15456	3,6,8-trimethyl-2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase		NA									|PWY-6633|	no_seq_data	NA	 	NA	0	NA
RXN-17331	RXN-17331		NA									|PWY-6633|	no_seq_data	NA	 	NA	0	NA
RXN-17332	RXN-17332		NA									|PWY-6633|	no_seq_data	NA	 	NA	0	NA
RXN-11729	(R)-sulfopropanediol 2-dehydrogenase		NA									|PWY-6634|	no_seq_data	NA	 	NA	0	NA
RXN-11728	(S)-sulfopropanediol 2-dehydrogenase		NA									|PWY-6634|	no_seq_data	NA	 	NA	0	NA
RXN-11727	sulfopropanediol 3-dehydrogenase	1.1.1.308	NA									|PWY-6634|	no_seq_data	NA	rxn16387 	NA	0	NA
FADSYN-RXN	FAD synthetase	2.7.7.2	NA	UniRef90_C5A1S7	27.211	4.05e-13	62.8	95	scaffold00035	2224	1793	|PWY66-366|	bad_blast	NA	rxn00122 	NA	0	NA
RIBOFLAVINKIN-RXN	riboflavin kinase	2.7.1.26	NA	UniRef50_A0A6B2GJ78	32.323	7.48e-40	145	94	scaffold00006	84771	85655	|PWY66-366|	bad_blast	NA	rxn00392 	NA	0	NA
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9	NA									|PWY66-367|	no_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit 2	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|A4YEH9|A4YEH9_METS5	47.287	3.89e-101	326	97	scaffold00035	1655	498	|PWY66-367|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0F2PPA7	43.392	3.56e-92	300	99	scaffold00035	1655	468	|PWY66-367|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0S7ZZB8	48.852	1.67e-86	280	97	scaffold00035	1343	477	|PWY66-367|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0S8AC53	40.204	7.02e-80	265	95	scaffold00035	1655	516	|PWY66-367|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0N9XQC3	37.500	3.18e-66	225	99	scaffold00035	1655	471	|PWY66-367|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A024HJ80	38.191	3.18e-64	219	99	scaffold00035	1655	477	|PWY66-367|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN	hydroxymethylglutaryl-CoA synthase	2.3.3.10/4.1.3.5	NA									|PWY66-367|	no_blast	NA	rxn01454 	NA	0	NA
HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	hydroxymethylglutaryl-CoA lyase	4.1.3.4	NA	UniRef50_I3R4R4	31.317	1.19e-20	89.0	97	scaffold00012	21327	22163	|PWY66-367|	bad_blast	NA	rxn00991 rxn07879 	NA	0	NA
3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	3-hydroxybutyrate dehydrogenase	1.1.1.30	NA	UniRef50_Q9X6U2	34.872	2.49e-32	122	76	scaffold00003	174877	174329	|PWY66-367|	bad_blast	NA	rxn00992 	NA	0	NA
ACETOACETATE-DECARBOXYLASE-RXN	acetoacetate decarboxylase	4.1.1.4	NA									|PWY66-367|	no_blast	NA	rxn00995 	NA	0	NA
3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	3-hydroxybutyrate dehydrogenase type 2	1.1.1.30	NA	UniRef50_Q9X6U2	34.872	2.49e-32	122	76	scaffold00003	174877	174329	|PWY66-368|	bad_blast	NA	rxn00992 	NA	0	NA
RXNI-2	acetoacetate CoA-transferase	2.8.3.5	NA									|PWY66-368|	no_blast	NA	rxn00290 rxn06039 rxn17769 	Subunit 1	1	NA
RXNI-2	acetoacetate CoA-transferase	2.8.3.5	NA									|PWY66-368|	no_blast	NA	rxn00290 rxn06039 rxn17769 	Subunit 2	1	NA
RXNI-2	acetoacetate CoA-transferase	2.8.3.5	NA									|PWY66-368|	no_blast	NA	rxn00290 rxn06039 rxn17769 	Subunit undefined	1	NA
RXNI-2	acetoacetate CoA-transferase	2.8.3.5	NA									|PWY66-368|	no_blast	NA	rxn00290 rxn06039 rxn17769 	NA	1	NA
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9	NA									|PWY66-368|	no_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit 2	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|A4YEH9|A4YEH9_METS5	47.287	3.89e-101	326	97	scaffold00035	1655	498	|PWY66-368|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0F2PPA7	43.392	3.56e-92	300	99	scaffold00035	1655	468	|PWY66-368|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0S7ZZB8	48.852	1.67e-86	280	97	scaffold00035	1343	477	|PWY66-368|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0S8AC53	40.204	7.02e-80	265	95	scaffold00035	1655	516	|PWY66-368|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0N9XQC3	37.500	3.18e-66	225	99	scaffold00035	1655	471	|PWY66-368|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A024HJ80	38.191	3.18e-64	219	99	scaffold00035	1655	477	|PWY66-368|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
RXN-11736	salicylate decarboxylase	4.1.1.91	NA									|PWY-6636|	no_seq_data	NA	rxn16381 	NA	0	NA
KETOHEXOKINASE-RXN	ketohexokinase	2.7.1.3	NA									|PWY66-373|	no_blast	NA	rxn00627 rxn02703 rxn15430 rxn19991 	NA	0	NA
RXN-8631	fructose-1-phosphate aldolase	4.1.2.13/4.1.2.7	NA	UniRef90_D4GYE0	31.600	4.24e-21	91.7	75	scaffold00001	288547	289245	|PWY66-373|	bad_blast	NA	rxn00786 rxn01334 rxn01870 rxn15116 rxn28981 rxn31335 rxn33841 rxn33866 	NA	0	NA
